,data.horse.bloodline,data.horse.breed_type,data.horse.color,data.horse.gen,data.horse.horse_type,data.horse.img_url,data.horse.inserted_at,data.horse.name,data.horse.nft_id,data.horse.parents,data.horse.race_statistic.first_place_finishes,data.horse.race_statistic.free_win_rate,data.horse.race_statistic.number_of_free_races,data.horse.race_statistic.number_of_paid_races,data.horse.race_statistic.number_of_races,data.horse.race_statistic.paid_win_rate,data.horse.race_statistic.second_place_finishes,data.horse.race_statistic.third_place_finishes,data.horse.race_statistic.win_rate,data.horse.super_coat
0,Buterin,legendary,Ghost White,Z17,Colt,https://img.zed.run/horses/FFFFFF.png,2022-06-29T19:48:15,Free Tablet,435478,"[{'name': 'Might Reorganise', 'nft_id': 21653}, {'name': 'Wicked Affair', 'nft_id': 7717}]",10,7.52,133,0,133,0.0,8,10,7.52,False
0,Finney,exclusive,Black Chocolate,Z28,Colt,https://img.zed.run/horses/1B1811.png,2022-06-29T20:18:38,Tigress Rhythm,435482,"[{'name': 'Jedi Tigress', 'nft_id': 158117}, {'name': 'Final Rhythm', 'nft_id': 22980}]",1,2.17,46,7,53,0.0,0,7,1.89,False
0,Buterin,genesis,Taupe,Z9,Stallion,https://img.zed.run/horses/715C56.png,2021-07-09T16:14:50,Glass At Last,42269,[],17,2.81,605,7,612,0.0,37,57,2.78,False
0,Finney,exclusive,Thistle,Z17,Colt,https://img.zed.run/horses/D8BFD8.png,2022-06-29T20:22:00,Smooth as a Thistle,435486,"[{'name': 'Hermoineigh', 'nft_id': 15653}, {'name': 'Our Atom', 'nft_id': 2877}]",0,0.0,47,0,47,0.0,1,2,0.0,False
0,Buterin,genesis,Desert Sand,Z9,Stallion,https://img.zed.run/horses/EDC9AF.png,2021-07-09T16:14:47,Bourbon App,42271,[],5,7.55,53,39,92,2.56,6,9,5.43,False
0,Buterin,exclusive,Amethyst,Z24,Filly,https://img.zed.run/horses/9966CC.png,2022-06-29T20:23:36,Purple Peppermint,435488,"[{'name': 'Peppermint Patch', 'nft_id': 420866}, {'name': 'Hint Of Moonlight', 'nft_id': 4956}]",4,2.65,151,0,151,0.0,10,10,2.65,False
0,Buterin,pacer,Dark Lava,Z51,Filly,https://img.zed.run/horses/483C32.png,2022-06-29T20:22:22,Moonlight Business,435487,"[{'name': 'Nunya Bis Ness', 'nft_id': 383558}, {'name': 'Hint Of Moonlight', 'nft_id': 4956}]",0,0.0,4,0,4,0.0,0,0,0.0,False
0,Nakamoto,exclusive,Flex,Z4,Colt,https://img.zed.run/horses/EEDC82.png,2021-12-24T17:20:49,Lightmode,173346,"[{'name': 'Longma', 'nft_id': 146780}, {'name': 'Jersey', 'nft_id': 144054}]",15,4.35,253,38,291,10.53,25,26,5.15,False
0,Buterin,genesis,Coral Wave,Z9,Stallion,https://img.zed.run/horses/FF7F50.png,2021-07-09T16:14:46,Cable Box Rox,42274,[],3,0.0,20,42,62,7.14,6,7,4.84,False
0,Nakamoto,exclusive,Banana Mania,Z4,Colt,https://img.zed.run/horses/FAE7B5.png,2021-12-24T17:30:51,Delusion,173361,"[{'name': 'Longma', 'nft_id': 146780}, {'name': 'Golden Knuckles', 'nft_id': 144055}]",2,1.48,135,83,218,0.0,17,24,0.92,False
0,Buterin,pacer,Bleu De France,Z268,Mare,https://img.zed.run/horses/318CE7.png,2022-06-29T23:33:47,Connecticut Avenue,435514,"[{'name': 'Oddly Satisfying', 'nft_id': 419970}, {'name': ""Can't Catch Me, I Promise"", 'nft_id': 82387}]",0,0.0,104,0,104,0.0,7,10,0.0,False
0,Buterin,pacer,Celestial Blue,Z268,Stallion,https://img.zed.run/horses/4997D0.png,2022-06-29T23:34:33,Vermont Avenue,435515,"[{'name': 'Oddly Satisfying', 'nft_id': 419970}, {'name': 'Century Of Peace', 'nft_id': 410246}]",1,4.35,23,2,25,0.0,1,3,4.0,False
0,Buterin,pacer,Bondi Blue,Z268,Stallion,https://img.zed.run/horses/0095B6.png,2022-06-29T23:34:37,Oriental Avenue,435516,"[{'name': 'Oddly Satisfying', 'nft_id': 419970}, {'name': 'Kirachka', 'nft_id': 416129}]",0,0.0,12,0,12,0.0,0,0,0.0,False
0,Buterin,pacer,Electric Violet,Z268,Mare,https://img.zed.run/horses/8F00FF.png,2022-06-29T23:35:57,Baltic Av3nue,435519,"[{'name': 'Mildly Infuriating', 'nft_id': 419462}, {'name': 'York Beach Baby', 'nft_id': 368854}]",7,12.07,58,1,59,0.0,6,5,11.86,False
0,Buterin,pacer,Buff Gold,Z268,Stallion,https://img.zed.run/horses/F0DC82.png,2022-06-29T23:36:17,Atlantic Av3nue,435520,"[{'name': 'Mildly Infuriating', 'nft_id': 419462}, {'name': 'Aulos Reloaded', 'nft_id': 372969}]",2,6.45,31,0,31,0.0,2,1,6.45,False
0,Buterin,genesis,Midnight Black,Z9,Mare,https://img.zed.run/horses/000000.png,2021-07-09T16:15:46,Thin Grained Pastry,42305,[],0,0.0,12,1,13,0.0,0,0,0.0,False
