,horse_id,time_sold,price
3260,367944,457863,0.0175
3261,363405,457863,0.0275
3262,123458,457864,0.01
3263,366344,457864,0.17
3264,375406,457864,0.129
3265,92722,457864,0.05
3266,181571,457864,0.225
3267,136712,457864,0.046
3268,143642,457864,0.019
3269,355628,457865,0.008
3270,166964,457865,0.1
3271,156399,457865,0.107
3272,10003,457866,0.2
3273,369386,457866,0.012
3274,376466,457866,0.14
3275,376597,457867,0.079
3276,130101,457867,0.1
3277,341801,457867,0.35
3278,184448,457867,0.016
3279,373401,457867,0.29
3280,215117,457868,0.015
3281,182890,457868,0.0044
3282,366322,457868,0.29
3283,97289,457868,0.085
3284,321782,457868,0.037
3285,185433,457868,0.02
3286,373692,457868,0.0249
3287,196570,457868,0.04
3288,341801,457869,0.19
3289,334680,457869,0.01
3290,214080,457869,0.0125
3291,187517,457869,0.07
3292,79685,457869,0.03
3293,358139,457869,0.01
3294,136712,457869,0.068
3295,44332,457870,0.159
3296,330237,457870,0.059
3297,351371,457870,0.02
3298,117041,457871,0.32
3299,194045,457871,0.17
3300,354513,457871,0.035
3301,345641,457871,0.055
3302,376687,457871,0.019
3303,203519,457871,0.012
3304,168641,457871,0.025
3305,373399,457871,0.31
3306,350054,457872,0.36
3307,371793,457872,0.025
3308,155941,457872,0.03
3309,185264,457872,0.0135
3310,152126,457872,0.45
3311,376840,457872,0.042
3312,365924,457873,0.1
3313,367487,457873,0.1
3314,373391,457873,0.33
3315,354321,457873,0.2
3316,369156,457873,0.28899
3317,127488,457874,0.075
3318,206166,457874,0.076
3319,81449,457874,0.89
3320,183631,457874,0.15
3321,375486,457874,0.05
3322,213511,457874,0.0044999999999999
3323,216654,457874,0.0054
3324,352938,457874,0.00649
3325,215414,457874,0.0059
3326,215487,457874,0.0059
3327,208733,457874,0.0055
3328,369258,457874,0.35
3329,368063,457874,0.0184
3330,2538,457874,0.699
3331,376591,457874,0.03
3332,343859,457875,0.01
3333,160939,457875,0.0049
3334,199083,457875,0.008
3335,326036,457875,0.0059
3336,374553,457875,0.0075
3337,348507,457875,0.0044999999999999
3338,189429,457875,0.01
3339,144823,457875,0.009
3340,10918,457875,4.25
3341,102648,457875,0.0059
3342,215451,457875,0.0059
3343,89264,457875,0.0063
3344,348423,457875,0.009
3345,130098,457876,0.006
3346,361019,457876,0.017
3347,358811,457876,0.015
3348,341898,457876,0.005
3349,373544,457876,0.0059
3350,214980,457876,0.03
3351,186359,457876,0.0069
3352,209454,457876,0.0275
3353,166878,457876,0.04
3354,330456,457876,0.068
3355,374441,457876,0.1
3356,319099,457876,0.02
3357,366220,457877,1.5
3358,375671,457877,1.7
3359,363442,457877,0.025
3360,349741,457877,0.039
3361,343753,457878,0.007
3362,150055,457878,0.035
3363,373399,457878,0.39
3364,361835,457878,0.02
3365,36092,457878,0.015
3366,366514,457878,0.025
3367,96136,457879,0.0095
3368,214928,457879,0.005
3369,214923,457879,0.008
3370,195017,457879,0.008
3371,37673,457879,0.0069999
3372,341686,457879,0.064
3373,79685,457879,0.0132
3374,369170,457879,0.259
3375,375416,457879,0.109
3376,375225,457879,0.14
3377,147596,457879,0.165
3378,205488,457879,0.029
3379,376281,457880,0.009
3380,366816,457880,1.0
3381,186642,457880,0.0149
3382,316170,457880,0.01
3383,358528,457880,0.024
3384,25670,457880,0.599
3385,332091,457880,0.0084
3386,338238,457880,0.0779
3387,197410,457881,0.025
3388,356666,457881,0.4
3389,367393,457881,0.085
3390,24114,457881,2.1
3391,95550,457881,0.0078
3392,360665,457881,0.068
3393,375418,457881,0.124
3394,355401,457881,0.0049
3395,211817,457882,0.1
3396,357625,457882,0.0129
3397,185458,457882,0.005
3398,209281,457882,0.0049
3399,310381,457882,0.018
3400,375928,457882,0.333
3401,214076,457882,0.28
3402,114206,457882,0.0064
3403,88459,457882,0.03
3404,69515,457883,0.35
3405,123843,457883,0.025
3406,3014,457883,0.699
3407,351026,457883,0.0054
3408,203565,457883,0.0054
3409,189542,457883,0.03
3410,41209,457884,0.195
3411,41209,457884,0.195
3412,214679,457884,0.013
3413,112705,457884,0.06
3414,196606,457884,0.025
3415,135393,457884,0.069
3416,215988,457884,0.035
3417,130098,457884,0.008
3418,208559,457884,0.011
3419,322868,457884,0.012
3420,215576,457884,0.014
3421,189168,457884,0.015
3422,364945,457884,0.009
3423,147682,457885,0.25
3424,29935,457885,0.5
3425,182106,457885,0.1249
3426,365527,457885,0.0309
3427,375417,457885,0.099
3428,201636,457885,0.08
3429,366317,457885,0.02
3430,56305,457885,0.0699
3431,217877,457885,0.0049
3432,201550,457885,0.07849
3433,12126,457885,0.8
3434,2151,457886,1.65
3435,214813,457886,0.015
3436,178245,457886,0.009
3437,374817,457886,0.007
3438,3232,457886,0.5
3439,369980,457886,0.062
3440,358218,457886,0.011
3441,205725,457887,0.013
3442,368200,457887,0.3
3443,377641,457888,0.027
3444,58075,457888,0.0047
3445,375395,457889,0.0629
3446,340637,457889,0.03
3447,366352,457889,0.065
3448,119991,457889,0.0449
3449,366467,457889,0.05
3450,27919,457889,0.155
3451,9802,457889,0.166
3452,10423,457890,0.2149
3453,12033,457890,0.219
3454,19836,457890,0.22
3455,376704,457890,0.095
3456,20635,457890,0.179
3457,27647,457890,0.18
3458,377641,457890,0.008
3459,343053,457890,0.064
3460,331786,457890,0.23
3461,168431,457890,0.05
3462,194828,457891,0.013
3463,366139,457891,0.006
3464,211256,457891,0.0069
3465,108878,457891,0.00549
3466,142638,457891,0.025
3467,322567,457892,0.07
3468,324681,457893,0.016
3469,367162,457893,0.034
3470,31974,457893,0.1
3471,217877,457893,0.00749
3472,156935,457893,0.1
3473,364211,457893,0.0149
3474,367226,457893,0.012
3475,199113,457894,0.005
3476,368420,457894,0.068
3477,364560,457894,0.45
3478,6047,457894,0.196
3479,350350,457894,0.0058
3480,370960,457894,0.015
3481,183290,457894,0.059
3482,193369,457895,0.012
3483,92583,457895,0.0058
3484,365120,457895,0.005
3485,367538,457895,0.012
3486,366766,457895,0.1
3487,215867,457895,0.06
3488,368745,457896,0.008
3489,365924,457896,0.055
3490,368371,457896,0.4
3491,101153,457896,0.025
3492,203519,457897,0.007
3493,339503,457897,0.0094
3494,368951,457897,0.008
3495,165912,457897,0.038
3496,376033,457897,0.094
3497,358368,457898,0.13
3498,308758,457898,0.04
3499,341610,457898,0.2
3500,365092,457898,0.042
3501,145847,457898,0.0049
3502,204118,457898,0.1
3503,366766,457898,0.05
3504,323758,457898,0.03949
3505,377559,457898,0.179
3506,166778,457898,0.5
3507,171125,457898,0.007
3508,347328,457898,0.0075
3509,188445,457898,0.008
3510,173380,457898,0.02
3511,265153,457898,0.008
3512,210755,457899,0.0059
3513,160343,457899,0.00649
3514,295861,457899,0.0073
3515,108543,457899,0.029
3516,39222,457899,0.0169
3517,25055,457899,0.299
3518,359125,457899,0.08
3519,354980,457900,0.008
3520,330484,457900,0.022
3521,367075,457900,0.03
3522,126844,457900,0.0449
3523,184265,457901,0.035
3524,369154,457901,0.31
3525,373382,457901,0.42
3526,308758,457901,0.013
3527,358243,457901,0.015
3528,151309,457901,0.0149
3529,368745,457901,0.01
3530,374913,457901,0.02
3531,377554,457902,0.179
3532,364921,457902,0.2
3533,346796,457902,0.079
3534,373697,457902,0.019
3535,373530,457902,0.069
3536,369377,457902,0.014
3537,203533,457902,0.0062
3538,214217,457902,0.01
3539,366425,457902,0.0098
3540,31045,457902,0.015
3541,370082,457902,0.0199
3542,94723,457902,0.052
3543,146257,457902,0.038
3544,365292,457903,0.2
3545,352243,457903,0.08
3546,368077,457903,0.4
3547,341200,457903,0.085
3548,373382,457903,0.2
3549,366816,457903,0.3
3550,368811,457904,0.525
3551,125943,457904,0.011
3552,377554,457904,0.12
3553,183760,457904,0.025
3554,44444,457904,0.2044
3555,209084,457904,0.0124
3556,79751,457904,0.01849
3557,376841,457905,0.12
3558,354764,457905,0.06
3559,368373,457905,0.32
3560,194845,457905,0.04
3561,373407,457906,0.06
3562,348375,457906,0.0489
3563,339983,457906,0.01
3564,378336,457907,0.032
3565,366153,457907,0.01
3566,213901,457907,0.069
3567,102714,457907,0.0139
3568,361091,457907,0.0056
3569,4821,457907,0.138
3570,106393,457907,0.2
3571,214627,457908,0.012
3572,369549,457908,0.007
3573,372677,457908,0.008
3574,95159,457908,0.025
3575,368297,457909,0.0195
3576,369307,457909,0.029
3577,337250,457909,0.12
3578,375459,457909,0.129
3579,375455,457909,0.119
3580,150237,457909,0.018
3581,373154,457910,0.14
3582,142347,457910,0.0319
3583,366303,457910,0.035
3584,349943,457910,0.023
3585,131939,457910,0.02149
3586,158073,457911,0.035
3587,377553,457911,0.2
3588,348363,457912,0.2
3589,203729,457912,0.00849
3590,166987,457912,0.02
3591,46427,457912,0.2
3592,140816,457912,0.05
3593,376030,457912,0.088
3594,348381,457913,0.075
3595,367572,457913,0.031
3596,366713,457913,0.06
3597,363435,457913,0.05
3598,11001,457913,0.265
3599,367485,457914,0.03
3600,215815,457914,0.069
3601,164580,457914,0.009
3602,373770,457914,0.009
3603,27475,457914,0.28
3604,368811,457914,0.25999
3605,340736,457915,0.03949
3606,344988,457915,0.04
3607,377557,457915,0.24
3608,208811,457915,0.0044
3609,366089,457915,0.059
3610,348246,457916,0.005
3611,196202,457916,0.03
3612,365572,457916,0.09
3613,368811,457916,0.33
3614,333786,457917,0.045
3615,374150,457917,0.0399
3616,378033,457917,0.018
3617,16218,457917,0.35
3618,213706,457918,0.005749
3619,207967,457918,0.09
3620,67641,457918,0.0849
3621,194910,457918,0.066
3622,167927,457918,0.0119
3623,351700,457918,0.01
3624,107494,457918,0.05
3625,6784,457919,0.05
3626,171496,457919,0.2
3627,189598,457919,0.023
3628,365440,457919,0.09
3629,365546,457920,0.015
3630,1972,457920,1.49
3631,365929,457920,0.0949
3632,364008,457920,0.022
3633,94715,457921,0.043
3634,187983,457921,0.01
3635,43519,457921,0.197
3636,181166,457921,0.18
3637,354782,457921,0.094
3638,340621,457921,0.0059
3639,375400,457921,0.139
3640,197115,457921,0.01
3641,88408,457921,0.0075
3642,375189,457921,0.015
3643,365874,457922,0.004
3644,358527,457922,0.023
3645,339643,457923,0.013
3646,182101,457923,0.0068
3647,374094,457923,0.02
3648,216754,457923,0.011
3649,376902,457923,0.009
3650,175316,457924,0.025
3651,351700,457924,0.005
3652,370020,457924,0.0049
3653,354473,457924,0.006
3654,29844,457924,0.22
3655,370129,457924,0.017
3656,368612,457924,0.015
3657,3064,457924,0.699
3658,376599,457924,0.15
3659,11688,457924,0.16
3660,373137,457924,0.16
3661,366344,457924,0.2
3662,353894,457924,0.325
3663,12448,457924,1.65
3664,166527,457925,0.05
3665,191205,457925,0.001
3666,20834,457925,5.2
3667,115933,457925,0.0048
3668,378485,457925,0.045
3669,94071,457925,0.0044
3670,139570,457925,0.005
3671,150367,457925,0.0059
3672,366097,457925,0.054
3673,61538,457925,0.00649
3674,365744,457925,0.038
3675,365874,457926,0.0055
3676,130148,457926,0.008
3677,92722,457926,0.056
3678,27660,457926,10.0
3679,168843,457926,0.23
3680,356075,457926,0.06
3681,82611,457926,0.015
3682,378681,457926,0.099
3683,4305,457927,0.16149
3684,374483,457927,0.02
3685,365014,457927,0.005
3686,376604,457927,0.056
3687,355323,457927,0.0044999999999999
3688,356574,457927,0.199
3689,367547,457927,0.0044999999999999
3690,356090,457927,0.005
3691,343859,457927,0.005
3692,174405,457927,0.03
3693,367123,457927,0.013
3694,351297,457927,0.0049
3695,308747,457927,0.005
3696,367454,457927,0.0044999999999999
3697,216971,457927,0.0049
3698,356731,457927,0.0044999999999999
3699,367675,457927,0.005
3700,367281,457927,0.005
3701,209630,457927,0.015
3702,354977,457927,0.005
3703,354086,457927,0.0049
3704,112334,457927,0.005
3705,350340,457927,0.0049
3706,100579,457928,0.01
3707,367516,457928,0.32
3708,357419,457928,0.04
3709,367180,457928,0.012
3710,354387,457928,0.0054
3711,150366,457928,0.01
3712,366383,457928,0.039
3713,351303,457928,0.0049
3714,374794,457928,0.005
3715,367518,457928,0.005
3716,9635,457929,0.4
3717,187356,457929,0.01
3718,365485,457929,0.19
3719,373141,457929,0.063
3720,216340,457929,0.045
3721,374150,457929,0.0145
3722,355867,457929,0.1
3723,366313,457929,0.007
3724,216342,457929,0.045
3725,370718,457930,0.2
3726,216788,457930,0.08
3727,212341,457930,0.13
3728,339574,457930,0.018
3729,357419,457930,0.016
3730,349730,457930,0.055
3731,285715,457930,0.00549
3732,378870,457930,0.077
3733,341745,457930,0.018
3734,354693,457930,0.43
3735,377228,457930,0.006
3736,366173,457930,0.03
3737,368780,457930,0.05
3738,85935,457930,0.03749
3739,192763,457930,0.04
3740,376015,457931,0.015
3741,159179,457931,0.05
3742,361270,457931,0.14
3743,373942,457931,0.006
3744,217784,457932,0.07
3745,358346,457932,0.01
3746,206508,457932,0.0279
3747,5894,457932,0.05
3748,355196,457932,0.01
3749,357875,457933,0.1
3750,368922,457933,0.044
3751,353380,457933,0.12
3752,48109,457933,0.142
3753,12305,457933,0.45
3754,341743,457934,0.045
3755,377193,457934,0.155
3756,22897,457934,1.35
3757,12305,457934,0.599
3758,1644,457934,1.4
3759,120834,457935,0.15
3760,377916,457935,0.333
3761,65263,457935,0.015
3762,10196,457936,0.25
3763,180942,457936,0.018
3764,368635,457936,0.015
3765,355982,457936,0.34
3766,361090,457936,0.0056
3767,209090,457936,0.21
3768,352609,457936,0.0058
3769,151878,457936,0.025
3770,345291,457937,0.005
3771,376903,457937,0.009
3772,376353,457938,0.004
3773,207007,457938,0.004
3774,367094,457938,0.028
3775,148779,457938,0.00549
3776,354391,457938,0.013
3777,379009,457938,0.062
3778,374814,457938,0.09
3779,372696,457938,0.018
3780,369168,457938,0.2998
3781,367514,457939,0.45
3782,192248,457939,0.072
3783,169426,457940,0.015
3784,81902,457940,0.007
3785,23053,457940,0.22
3786,180149,457940,0.00649
3787,199770,457940,0.015
3788,379358,457940,0.13
3789,131930,457940,0.0455
3790,95161,457941,0.15
3791,378876,457941,0.063
3792,133912,457941,0.14
3793,7994,457941,0.18
3794,321021,457941,0.008
3795,73028,457941,0.185
3796,21633,457941,0.41
3797,376357,457941,0.15
3798,329804,457941,0.1
3799,343692,457941,0.13
3800,168061,457941,0.028
3801,217666,457941,0.0325
3802,203371,457942,0.0054
3803,313767,457942,0.00724
3804,211884,457942,0.00694
3805,217189,457942,0.00699
3806,326650,457942,0.00724
3807,366135,457942,0.05
3808,368927,457943,0.01
3809,110518,457943,0.16
3810,365953,457943,0.33
3811,332056,457943,0.29
3812,122169,457944,0.014
3813,208048,457944,0.005
3814,216978,457944,0.025
3815,174471,457944,0.1
3816,64342,457944,0.006
3817,16122,457944,1.5
3818,153542,457944,0.0169
3819,216912,457944,0.00794
3820,328611,457944,0.00724
3821,168431,457944,0.08
3822,329561,457944,0.00794
3823,165653,457945,0.04
3824,310381,457945,0.0283
3825,88388,457945,0.21
3826,5679,457945,0.15749
3827,148479,457945,0.03
3828,91400,457945,0.28
3829,172797,457946,0.147
3830,322993,457946,0.0059
3831,65790,457946,0.025
3832,367584,457946,0.05
3833,347369,457946,0.0425
3834,359708,457946,0.0175
3835,207545,457946,0.005
3836,212295,457946,0.29
3837,9970,457946,0.18
3838,365590,457946,0.0043
3839,11188,457947,0.04
3840,28027,457947,0.18
3841,122052,457947,0.087
3842,27467,457947,0.699
3843,22236,457947,0.35
3844,368215,457947,0.25
3845,375428,457947,0.33
3846,210183,457947,0.049
3847,71217,457947,0.015
3848,210751,457947,0.014
3849,340849,457948,0.025
3850,366436,457948,0.3
3851,216424,457948,0.0044999999999999
3852,375404,457948,0.15
3853,375426,457948,0.33
3854,214487,457948,0.007
3855,208656,457948,0.007
3856,191236,457948,0.00749
3857,335232,457949,0.007
3858,145850,457949,0.4
3859,370787,457949,0.02
3860,197469,457949,0.03
3861,114475,457949,0.0625
3862,24918,457949,0.199
3863,357105,457949,0.21
3864,135367,457949,0.04
3865,26375,457950,2.3
3866,211526,457950,0.0055
3867,70869,457950,0.019
3868,178919,457950,0.005
3869,18230,457950,0.025
3870,375380,457950,0.0359
3871,348378,457950,0.036
3872,375386,457950,0.0369
3873,159300,457950,0.175
3874,365985,457950,0.038
3875,376015,457950,0.006
3876,217208,457951,0.01
3877,370291,457951,0.0142
3878,375386,457951,0.01
3879,351121,457952,0.079
3880,371260,457952,0.05
3881,84216,457952,0.035
3882,40092,457952,0.04
3883,178085,457952,0.008
3884,138773,457953,0.2
3885,366045,457953,0.075
3886,380042,457953,0.01344
3887,335058,457954,0.0299
3888,150328,457954,0.009
3889,11391,457954,0.357
3890,363451,457954,0.032
3891,355951,457954,0.15
3892,197932,457954,0.0418
3893,201529,457954,0.06
3894,4585,457954,0.21
3895,373141,457954,0.06
3896,333968,457954,0.085
3897,378860,457954,0.077
3898,156994,457954,0.025
3899,214553,457954,0.075
3900,377441,457954,0.034
3901,366600,457955,0.055
3902,366019,457955,0.045
3903,15594,457955,0.32
3904,336862,457955,0.04
3905,380048,457955,0.07
3906,141520,457955,0.005
3907,349943,457955,0.009
3908,368656,457955,0.005
3909,190669,457956,0.035
3910,156572,457956,0.09
3911,156572,457956,0.09
3912,373564,457956,0.015
3913,340842,457956,0.02
3914,210757,457957,0.007
3915,365295,457957,0.225
3916,211788,457957,0.07
3917,353620,457957,0.065
3918,365020,457957,0.0105
3919,185267,457957,0.4
3920,20333,457957,1.0
3921,375399,457958,0.149
3922,354125,457959,0.066
3923,366303,457959,0.01
3924,213895,457959,0.0629
3925,364970,457959,0.009
3926,188949,457959,0.0395
3927,342532,457959,0.027
3928,355684,457959,0.25
3929,168817,457959,0.149
3930,145082,457959,0.4
3931,207079,457959,0.015
3932,200118,457960,0.385
3933,176171,457960,0.385
3934,380263,457960,0.199
3935,366135,457960,0.051
3936,358949,457960,0.17
3937,117409,457960,0.15
3938,380261,457961,0.229
3939,365765,457961,0.04
3940,179265,457961,0.03
3941,207560,457961,0.03
3942,374814,457962,0.05
3943,343742,457962,0.2
3944,81103,457962,0.013
3945,211211,457962,0.119
3946,41133,457963,0.014
3947,150328,457963,0.005
3948,367034,457964,0.011
3949,355023,457964,0.045
3950,380041,457964,0.085
3951,363948,457964,0.23
3952,374050,457964,0.01
3953,376904,457965,0.0495
3954,48650,457965,0.01
3955,329030,457965,0.003
3956,206124,457965,0.03
3957,202512,457965,0.044
3958,166781,457966,0.042
3959,186538,457966,0.0595
3960,210469,457966,0.0039
3961,380070,457966,0.333
3962,358750,457966,0.007
3963,183631,457966,0.195
3964,169733,457966,0.12
3965,192475,457966,0.007
3966,163623,457966,0.01
3967,141644,457966,0.025
3968,169596,457966,0.03
3969,210685,457967,0.035
3970,116165,457967,0.31
3971,369224,457967,0.1
3972,368429,457967,0.28
3973,21068,457967,0.215
3974,367034,457968,0.005
3975,197077,457968,0.02
3976,378485,457968,0.0099
3977,349946,457968,0.01
3978,348506,457968,0.007
3979,364242,457968,0.025
3980,335739,457969,0.04
3981,56429,457969,0.0094
3982,378990,457969,0.008
3983,359640,457969,0.05
3984,363712,457969,0.01
3985,380070,457970,0.15
3986,171066,457970,0.012
3987,355057,457970,0.05
3988,337393,457970,0.003
3989,337321,457970,0.003
3990,341862,457970,0.0423
3991,57332,457970,0.79
3992,191723,457971,0.0041999999999999
3993,376869,457971,0.1
3994,315955,457971,0.04
3995,150510,457971,0.06
3996,199344,457971,0.034
3997,23886,457971,0.9
3998,334902,457971,0.03
3999,361089,457971,0.027
4000,199302,457972,0.084
4001,168042,457972,0.02
4002,1726,457972,1.5
4003,49148,457972,0.1
4004,368055,457972,0.01
4005,213626,457972,0.004
4006,350308,457973,0.08
4007,214679,457973,0.01
4008,28003,457973,0.115
4009,74339,457973,0.06
4010,108620,457973,0.0208
4011,368813,457973,0.2
4012,141220,457973,0.2
4013,317569,457973,0.003
4014,317574,457973,0.003
4015,348521,457974,0.027
4016,374816,457974,0.088
4017,20428,457974,0.35
4018,340031,457974,0.018
4019,366467,457974,0.07
4020,22421,457974,0.299
4021,364940,457974,0.006
4022,339157,457974,0.014
4023,366307,457974,0.014
4024,361245,457974,0.23
4025,348375,457975,0.052
4026,346739,457975,0.025
4027,379403,457975,0.025
4028,11949,457975,0.75
4029,366713,457975,0.055
4030,380213,457975,0.0038
4031,363737,457975,0.03
4032,72102,457976,0.01
4033,372575,457976,0.013
4034,60847,457976,0.035
4035,376373,457976,0.24
4036,333045,457977,0.0119
4037,180623,457977,0.015
4038,375341,457977,0.006
4039,15817,457977,0.17
4040,128685,457977,0.008
4041,150089,457978,0.05
4042,161485,457978,0.21
4043,152086,457978,0.02
4044,212245,457978,0.125
4045,143898,457978,0.089
4046,379088,457978,0.025
4047,346729,457979,0.0137
4048,376044,457979,0.0039
4049,368410,457979,0.099
4050,366059,457979,0.03
4051,203117,457979,0.012
4052,361537,457979,0.015
4053,358772,457981,0.014
4054,123328,457981,0.04
4055,380277,457981,0.005
4056,35462,457981,0.075
4057,339592,457981,0.021
4058,136376,457981,0.0069
4059,377300,457982,0.03
4060,124634,457982,0.0849
4061,370101,457982,0.03
4062,10453,457982,0.04
4063,368488,457982,0.043
4064,215667,457982,0.008
4065,371405,457982,0.012
4066,380099,457982,0.4
4067,90134,457982,0.1349
4068,369357,457982,0.026
4069,309552,457982,0.003
4070,214042,457982,0.003
4071,345291,457982,0.005
4072,107582,457983,0.248
4073,340031,457983,0.026
4074,60847,457983,0.05
4075,155992,457983,0.028
4076,354478,457983,0.02
4077,216230,457984,0.009
4078,360475,457984,0.018
4079,381050,457984,0.06
4080,188597,457985,0.02
4081,380109,457985,0.162
4082,144485,457985,0.029
4083,379682,457985,0.041
4084,378271,457985,0.055
4085,350564,457985,0.0449
4086,181282,457986,0.034
4087,369154,457986,0.39
4088,344920,457986,0.14
4089,182805,457986,0.15
4090,375673,457986,0.85
4091,204348,457986,0.005
4092,20215,457986,0.165
4093,194834,457987,0.04
4094,204983,457987,0.009
4095,381065,457987,0.085
4096,158683,457987,0.092
4097,129880,457987,0.034
4098,72734,457988,0.035
4099,74339,457988,0.038
4100,371448,457988,0.09
4101,154136,457988,0.0043
4102,358278,457988,0.32
4103,189207,457988,0.005
4104,51618,457989,0.165
4105,374879,457989,0.01
4106,261173,457989,0.005
4107,371444,457989,0.019
4108,157197,457989,0.02
4109,356817,457989,0.0295
4110,25055,457989,0.17
4111,194834,457989,0.03
4112,194703,457990,0.05
4113,344439,457990,0.16
4114,366305,457990,0.005
4115,356242,457990,0.0195
4116,372948,457991,0.0058
4117,376778,457991,0.035
4118,140714,457991,0.0295
4119,328997,457991,0.00669
4120,376095,457991,0.019
4121,379359,457991,0.219
4122,379353,457991,0.1
4123,99393,457991,0.049
4124,28051,457991,0.1352
4125,356186,457992,0.14
4126,195277,457992,0.017
4127,193485,457992,0.02
4128,361337,457992,0.19
4129,41209,457992,0.214
4130,330237,457992,0.03
4131,379009,457992,0.045
4132,369676,457992,0.0295
4133,364558,457993,0.0299
4134,40581,457993,0.201
4135,151593,457993,0.005
4136,361287,457993,0.19
4137,162580,457993,0.37
4138,21975,457994,0.3
4139,3509,457994,0.43
4140,342532,457994,0.0077
4141,22236,457994,0.125
4142,146639,457994,0.014
4143,371444,457994,0.035
4144,194203,457994,0.02
4145,52433,457994,0.04
4146,380820,457994,0.065
4147,117364,457994,0.0194
4148,168318,457994,0.13
4149,369183,457994,0.0085
4150,8434,457995,0.5
4151,378113,457995,0.00849
4152,340575,457995,0.005
4153,367577,457995,0.125
4154,197129,457995,0.015
4155,48894,457995,0.0153
4156,57095,457995,0.029
4157,192949,457995,0.005
4158,217193,457996,0.0079
4159,186054,457996,0.0062
4160,175883,457996,0.009
4161,181037,457996,0.004
4162,102508,457996,0.019
4163,326638,457996,0.00794
4164,366131,457996,0.029
4165,68291,457996,0.1
4166,367109,457996,0.015
4167,215646,457996,0.00794
4168,169360,457996,0.007
4169,313768,457996,0.00724
4170,184834,457996,0.0119
4171,335740,457996,0.009
4172,204346,457996,0.0199
4173,106041,457996,0.035
4174,354720,457996,0.0044
4175,375433,457996,0.008
4176,215343,457996,0.02
4177,339697,457996,0.0188
4178,353325,457996,0.02
4179,122482,457996,0.01
4180,188827,457996,0.01
4181,188107,457996,0.013
4182,339695,457996,0.0188
4183,374856,457996,0.011
4184,332348,457996,0.02
4185,367467,457996,0.01
4186,335006,457996,0.004
4187,208226,457996,0.006
4188,366522,457996,0.0249
4189,214810,457996,0.0055
4190,203682,457996,0.007
4191,205560,457996,0.01
4192,180247,457996,0.12
4193,179523,457996,0.004
4194,140986,457996,0.00514
4195,216692,457996,0.01
4196,179266,457996,0.016
4197,174616,457996,0.00514
4198,204288,457996,0.1
4199,217351,457996,0.007
4200,368573,457996,0.017
4201,195204,457996,0.0054
4202,194556,457996,0.00794
4203,11236,457996,0.08
4204,330103,457997,0.00794
4205,334899,457997,0.004
4206,364320,457997,0.03
4207,366948,457997,0.05
4208,201804,457997,0.00724
4209,375695,457997,0.9
4210,366055,457997,0.03
4211,21895,457997,0.269
4212,20072,457997,0.339
4213,346805,457997,0.0399
4214,365684,457997,0.038
4215,165436,457997,0.00549
4216,381677,457998,0.013
4217,211323,457998,0.06
4218,112488,457998,0.01
4219,197061,457998,0.14
4220,366654,457998,0.005
4221,377047,457998,0.045
4222,355099,457998,0.01
4223,379001,457998,0.057
4224,208400,457998,0.004
4225,176827,457998,0.04
4226,377001,457999,0.058
4227,350389,457999,0.00949
4228,358626,457999,0.01449
4229,367257,457999,0.25
4230,22107,457999,0.595
4231,51905,457999,0.0242
4232,200414,457999,0.005
4233,366509,457999,0.006
4234,338751,457999,0.0099
4235,349587,457999,0.012
4236,217365,457999,0.035
4237,344689,457999,0.011
4238,41410,457999,0.24
4239,187683,457999,0.01
4240,210719,458000,0.045
4241,40092,458000,0.029
4242,137555,458000,0.026
4243,22586,458000,0.7
4244,346136,458000,0.08
4245,356533,458000,0.03
4246,38605,458000,0.02
4247,373488,458000,0.003
4248,381662,458000,0.016
4249,112424,458000,0.022
4250,214035,458000,0.0764
4251,166892,458000,0.105
4252,105435,458000,0.012
4253,373496,458000,0.045
4254,38603,458001,0.017
4255,34616,458001,0.018
4256,343743,458001,0.16
4257,368858,458001,0.34
4258,353584,458001,0.069
4259,332409,458001,0.004
4260,200393,458001,0.1
4261,364013,458001,0.0119925
4262,192832,458001,0.03
4263,348113,458001,0.014
4264,335430,458001,0.058
4265,15817,458001,0.19
4266,364198,458001,0.01
4267,373856,458001,0.005
4268,361359,458001,0.26
4269,90140,458001,0.05
4270,346885,458001,0.033
4271,101060,458001,0.01
4272,381675,458001,0.013
4273,203777,458001,0.0067
4274,334057,458001,0.0058
4275,213000,458002,0.0075
4276,182433,458002,0.049
4277,172543,458002,0.00509
4278,312842,458002,0.008
4279,332052,458002,0.02
4280,348523,458002,0.018
4281,371241,458002,0.017
4282,378092,458002,0.4
4283,381674,458002,0.15
4284,38605,458002,0.016
4285,370031,458002,0.01
4286,201982,458002,0.0052
4287,374011,458003,0.022
4288,212432,458003,0.055
4289,95914,458003,0.05
4290,332049,458003,0.00794
4291,7653,458003,0.6
4292,371291,458003,0.024
4293,118105,458003,0.25
4294,345595,458003,0.05
4295,381893,458003,0.0494
4296,140143,458004,0.009
4297,209854,458004,0.014
4298,202340,458004,0.00794
4299,204005,458004,0.0067
4300,203735,458004,0.0067
4301,202850,458004,0.0067
4302,332533,458004,0.00724
4303,162424,458004,0.0044
4304,208116,458004,0.0743
4305,355390,458004,0.05
4306,147019,458005,0.008085
4307,376086,458005,0.0135
4308,192595,458005,0.009
4309,27467,458005,0.4
4310,25492,458005,0.345
4311,71098,458005,0.25
4312,23053,458005,0.24
4313,212464,458005,0.025
4314,380110,458006,0.162
4315,10453,458006,0.08
