,data_horse_bloodline,data_horse_breed_type,data_horse_breeding_counter,data_horse_color,data_horse_gen,data_horse_horse_type,data_horse_img_url,data_horse_inserted_at,data_horse_last_breeding_reset,data_horse_name,data_horse_nft_id,data_horse_offsprings,data_horse_race_statistic_first_place_finishes,data_horse_race_statistic_number_of_races,data_horse_race_statistic_second_place_finishes,data_horse_race_statistic_third_place_finishes,data_horse_race_statistic_win_rate
0,Buterin,exclusive,3,Dark Byzantium,Z10,Stallion,https://img.zed.run/horses/5D3954.png,2021-11-26T20:32:39,2022-12-23T20:28:07Z,Scrunter S Thompson,154936,"[{'bloodline': 'Buterin', 'breed_type': 'elite', 'color': 'Byzantine', 'gen': 'Z29', 'horse_type': 'Filly', 'nft_id': 175855, 'race_statistic': {'first_place_finishes': 1, 'number_of_races': 28, 'positions_per_distance': [{'distance': 1000, 'positions': [{'frequency': 1, 'position': 7}, {'frequency': 1, 'position': 8}]}, {'distance': 1200, 'positions': [{'frequency': 1, 'position': 8}]}, {'distance': 1400, 'positions': [{'frequency': 1, 'position': 6}, {'frequency': 1, 'position': 10}]}, {'distance': 1600, 'positions': [{'frequency': 1, 'position': 7}, {'frequency': 1, 'position': 10}, {'frequency': 3, 'position': 11}]}, {'distance': 1800, 'positions': [{'frequency': 1, 'position': 1}, {'frequency': 1, 'position': 2}, {'frequency': 1, 'position': 5}, {'frequency': 1, 'position': 9}]}, {'distance': 2000, 'positions': [{'frequency': 1, 'position': 5}, {'frequency': 1, 'position': 7}, {'frequency': 1, 'position': 8}]}, {'distance': 2200, 'positions': [{'frequency': 2, 'position': 7}, {'frequency': 2, 'position': 8}, {'frequency': 1, 'position': 11}]}, {'distance': 2400, 'positions': [{'frequency': 1, 'position': 10}]}, {'distance': 2600, 'positions': [{'frequency': 3, 'position': 7}, {'frequency': 1, 'position': 10}, {'frequency': 1, 'position': 11}]}], 'second_place_finishes': 1, 'third_place_finishes': 0, 'win_rate': 3.57}}, {'bloodline': 'Buterin', 'breed_type': 'cross', 'color': 'Cinnamon Satin', 'gen': 'Z17', 'horse_type': 'Mare', 'nft_id': 177568, 'race_statistic': {'first_place_finishes': 0, 'number_of_races': 15, 'positions_per_distance': [{'distance': 1000, 'positions': [{'frequency': 1, 'position': 7}, {'frequency': 1, 'position': 11}, {'frequency': 1, 'position': 12}]}, {'distance': 1200, 'positions': [{'frequency': 1, 'position': 8}, {'frequency': 1, 'position': 9}, {'frequency': 1, 'position': 10}]}, {'distance': 1400, 'positions': [{'frequency': 2, 'position': 6}, {'frequency': 1, 'position': 11}]}, {'distance': 1600, 'positions': [{'frequency': 1, 'position': 8}]}, {'distance': 1800, 'positions': [{'frequency': 1, 'position': 9}]}, {'distance': 2000, 'positions': [{'frequency': 1, 'position': 8}]}, {'distance': 2400, 'positions': [{'frequency': 1, 'position': 10}, {'frequency': 1, 'position': 11}]}, {'distance': 2600, 'positions': [{'frequency': 1, 'position': 9}]}], 'second_place_finishes': 0, 'third_place_finishes': 0, 'win_rate': 0.0}}, {'bloodline': 'Buterin', 'breed_type': 'elite', 'color': 'Deep Taupe', 'gen': 'Z16', 'horse_type': 'Filly', 'nft_id': 511816, 'race_statistic': {'first_place_finishes': 0, 'number_of_races': 9, 'positions_per_distance': [{'distance': 1000, 'positions': [{'frequency': 1, 'position': 10}]}, {'distance': 1400, 'positions': [{'frequency': 1, 'position': 11}]}, {'distance': 1600, 'positions': [{'frequency': 1, 'position': 7}, {'frequency': 1, 'position': 8}, {'frequency': 1, 'position': 11}]}, {'distance': 1800, 'positions': [{'frequency': 1, 'position': 11}]}, {'distance': 2200, 'positions': [{'frequency': 1, 'position': 6}, {'frequency': 1, 'position': 11}]}, {'distance': 2600, 'positions': [{'frequency': 1, 'position': 9}]}], 'second_place_finishes': 0, 'third_place_finishes': 0, 'win_rate': 0.0}}, {'bloodline': 'Buterin', 'breed_type': 'elite', 'color': 'China Rose', 'gen': 'Z16', 'horse_type': 'Colt', 'nft_id': 512645, 'race_statistic': {'first_place_finishes': 0, 'number_of_races': 7, 'positions_per_distance': [{'distance': 1000, 'positions': [{'frequency': 1, 'position': 2}]}, {'distance': 1200, 'positions': [{'frequency': 1, 'position': 11}]}, {'distance': 1400, 'positions': [{'frequency': 1, 'position': 6}, {'frequency': 1, 'position': 9}]}, {'distance': 1600, 'positions': [{'frequency': 1, 'position': 6}]}, {'distance': 1800, 'positions': [{'frequency': 1, 'position': 4}]}, {'distance': 2400, 'positions': [{'frequency': 1, 'position': 10}]}], 'second_place_finishes': 1, 'third_place_finishes': 0, 'win_rate': 0.0}}]",11,101,7,10,10.89
0,Buterin,legendary,1,China Rose,Z17,Mare,https://img.zed.run/horses/A8516E.png,2021-07-31T22:00:52,2023-01-14T21:58:35Z,Old Number Seven,67201,"[{'bloodline': 'Buterin', 'breed_type': 'exclusive', 'color': 'Suave Mauve', 'gen': 'Z27', 'horse_type': 'Colt', 'nft_id': 89432, 'race_statistic': {'first_place_finishes': 0, 'number_of_races': 20, 'positions_per_distance': [{'distance': 1000, 'positions': [{'frequency': 1, 'position': 3}, {'frequency': 1, 'position': 4}, {'frequency': 1, 'position': 8}, {'frequency': 1, 'position': 9}, {'frequency': 1, 'position': 10}]}, {'distance': 1200, 'positions': [{'frequency': 1, 'position': 12}]}, {'distance': 1400, 'positions': [{'frequency': 2, 'position': 5}, {'frequency': 1, 'position': 6}, {'frequency': 1, 'position': 8}, {'frequency': 1, 'position': 11}]}, {'distance': 1600, 'positions': [{'frequency': 1, 'position': 8}]}, {'distance': 2200, 'positions': [{'frequency': 2, 'position': 10}]}, {'distance': 2400, 'positions': [{'frequency': 2, 'position': 8}, {'frequency': 1, 'position': 11}]}, {'distance': 2600, 'positions': [{'frequency': 1, 'position': 6}, {'frequency': 1, 'position': 7}, {'frequency': 1, 'position': 11}]}], 'second_place_finishes': 0, 'third_place_finishes': 1, 'win_rate': 0.0}}, {'bloodline': 'Buterin', 'breed_type': 'exclusive', 'color': 'Cyclamen', 'gen': 'Z26', 'horse_type': 'Filly', 'nft_id': 387479, 'race_statistic': {'first_place_finishes': 5, 'number_of_races': 42, 'positions_per_distance': [{'distance': 1000, 'positions': [{'frequency': 1, 'position': 7}, {'frequency': 1, 'position': 12}]}, {'distance': 1200, 'positions': [{'frequency': 1, 'position': 1}, {'frequency': 1, 'position': 7}, {'frequency': 2, 'position': 9}, {'frequency': 1, 'position': 10}, {'frequency': 2, 'position': 11}, {'frequency': 1, 'position': 12}]}, {'distance': 1400, 'positions': [{'frequency': 1, 'position': 2}, {'frequency': 1, 'position': 7}, {'frequency': 1, 'position': 9}, {'frequency': 2, 'position': 12}]}, {'distance': 1600, 'positions': [{'frequency': 1, 'position': 1}, {'frequency': 2, 'position': 5}, {'frequency': 1, 'position': 7}, {'frequency': 2, 'position': 10}]}, {'distance': 1800, 'positions': [{'frequency': 1, 'position': 8}, {'frequency': 1, 'position': 11}]}, {'distance': 2000, 'positions': [{'frequency': 1, 'position': 7}, {'frequency': 1, 'position': 10}, {'frequency': 1, 'position': 12}]}, {'distance': 2200, 'positions': [{'frequency': 2, 'position': 1}, {'frequency': 1, 'position': 11}, {'frequency': 1, 'position': 12}]}, {'distance': 2400, 'positions': [{'frequency': 1, 'position': 1}, {'frequency': 1, 'position': 2}, {'frequency': 1, 'position': 3}, {'frequency': 1, 'position': 4}, {'frequency': 1, 'position': 7}, {'frequency': 2, 'position': 9}, {'frequency': 2, 'position': 10}]}, {'distance': 2600, 'positions': [{'frequency': 1, 'position': 4}, {'frequency': 1, 'position': 8}, {'frequency': 1, 'position': 9}]}], 'second_place_finishes': 2, 'third_place_finishes': 1, 'win_rate': 11.9}}, {'bloodline': 'Buterin', 'breed_type': 'pacer', 'color': 'Cerulean Frost', 'gen': 'Z268', 'horse_type': 'Filly', 'nft_id': 488795, 'race_statistic': {'first_place_finishes': 4, 'number_of_races': 32, 'positions_per_distance': [{'distance': 1000, 'positions': [{'frequency': 1, 'position': 9}]}, {'distance': 1400, 'positions': [{'frequency': 1, 'position': 4}, {'frequency': 1, 'position': 12}]}, {'distance': 1600, 'positions': [{'frequency': 3, 'position': 1}, {'frequency': 1, 'position': 3}, {'frequency': 1, 'position': 5}, {'frequency': 1, 'position': 10}, {'frequency': 1, 'position': 11}, {'frequency': 2, 'position': 12}]}, {'distance': 1800, 'positions': [{'frequency': 1, 'position': 4}, {'frequency': 1, 'position': 6}, {'frequency': 1, 'position': 8}, {'frequency': 1, 'position': 10}, {'frequency': 2, 'position': 11}, {'frequency': 2, 'position': 12}]}, {'distance': 2000, 'positions': [{'frequency': 1, 'position': 1}, {'frequency': 1, 'position': 2}, {'frequency': 3, 'position': 3}, {'frequency': 1, 'position': 6}, {'frequency': 1, 'position': 9}, {'frequency': 1, 'position': 10}, {'frequency': 2, 'position': 12}]}, {'distance': 2400, 'positions': [{'frequency': 1, 'position': 7}]}, {'distance': 2600, 'positions': [{'frequency': 1, 'position': 12}]}], 'second_place_finishes': 1, 'third_place_finishes': 4, 'win_rate': 12.5}}]",81,669,53,38,12.11
0,Buterin,pacer,3,Black Chocolate,Z215,Colt,https://img.zed.run/horses/1B1811.png,2022-07-18T05:54:03,2023-01-02T05:49:34Z,Geegees Gambler,446263,[],4,129,16,14,3.1
