,free_win_rate,paid_win_rate,place,total_paid,win_rate,overall.first,overall.races,overall.second,overall.third,horse_id
0,4.76,0.0,14.29,0.0,4.76,1,21,1,1,426929
0,0.0,0.0,14.29,0.0,0.0,0,14,0,2,426932
0,6.63,0.0,20.51,0.00072,6.55,23,351,19,30,295861
0,4.55,0.0,18.18,0.0,4.55,1,22,0,3,426934
0,6.12,0.0,23.58,0.00777,6.12,27,441,43,34,295860
0,0.0,0.0,3.45,0.0,0.0,0,29,1,0,426936
0,0.0,0.0,14.29,0.0,0.0,0,21,1,2,426937
0,0.0,0.0,13.04,0.0,0.0,0,69,4,5,426939
0,0.0,0.0,20.0,0.0,0.0,0,30,3,3,426940
0,4.49,13.16,28.35,0.059938,7.09,9,127,14,13,33723
0,4.12,0.0,15.12,0.0333488,4.07,7,172,5,14,426942
0,12.24,0.0,34.69,0.0017094,12.24,6,49,5,6,426943
0,5.41,0.0,40.54,0.0717183,5.41,2,37,7,6,426944
0,15.38,0.0,25.0,0.01053,15.0,6,40,2,2,426945
0,14.78,18.18,33.33,0.0270684,15.08,19,126,15,8,426950
0,5.8,0.0,25.69,0.0083,5.56,8,144,12,17,426951
0,3.13,0.0,9.09,0.0,3.03,1,33,0,2,426953
0,4.35,1.5,23.07,0.525606,3.04,22,724,67,78,426954
0,14.29,0.0,21.43,0.0269,14.29,2,14,1,0,426956
0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,426961
0,0.0,0.0,17.39,0.0,0.0,0,23,2,2,426962
0,7.54,6.67,23.43,0.258168,7.29,80,1097,88,89,33747
0,3.26,0.0,6.52,0.136535,3.26,3,92,1,2,426965
0,13.46,8.76,23.28,0.111237,10.05,19,189,13,12,33751
0,0.0,0.0,11.29,0.0,0.0,0,62,3,4,426967
0,5.13,0.0,17.95,0.0,5.13,2,39,3,2,426969
0,7.14,0.0,21.43,0.0,7.14,2,28,4,0,426968
0,0.0,0.0,0.0,0.0,0.0,0,36,0,0,426971
0,4.35,0.0,26.09,0.0,4.35,1,23,4,1,426972
0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,426973
0,0.0,0.0,4.76,0.0,0.0,0,63,1,2,426974
0,16.18,13.13,28.12,4.00046505,14.61,227,1554,126,84,33759
0,9.95,5.56,24.51,0.01908,9.56,39,408,31,30,33760
0,0.0,0.0,0.0,0.0,0.0,0,14,0,0,426977
0,5.94,0.0,18.81,0.05429,5.94,6,101,9,4,426980
0,12.33,13.29,29.94,3.152705,13.08,176,1346,143,84,33764
0,8.57,0.0,26.54,0.1324728,5.56,9,162,16,18,426986
0,1.77,0.0,17.7,0.004889999999999999,1.77,2,113,9,9,426988
0,0.0,0.0,20.83,0.0,0.0,0,24,4,1,426989
0,22.64,8.42,48.18,1.35428935,16.49,77,467,81,67,426993
0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,426996
0,0.0,2.02,20.26,0.4882428,1.72,4,232,17,26,426998
