,data.horse.bloodline,data.horse.breed_type,data.horse.color,data.horse.gen,data.horse.horse_type,data.horse.img_url,data.horse.inserted_at,data.horse.name,data.horse.nft_id,data.horse.parents,data.horse.race_statistic.first_place_finishes,data.horse.race_statistic.free_win_rate,data.horse.race_statistic.number_of_free_races,data.horse.race_statistic.number_of_paid_races,data.horse.race_statistic.number_of_races,data.horse.race_statistic.paid_win_rate,data.horse.race_statistic.second_place_finishes,data.horse.race_statistic.third_place_finishes,data.horse.race_statistic.win_rate,data.horse.super_coat
0,Nakamoto,exclusive,Cinereous,Z4,Colt,https://img.zed.run/horses/98817B.png,2022-04-15T17:35:11,Debonair,393372,"[{'name': 'Hammering Grandeur', 'nft_id': 170093}, {'name': 'Shrimply Pibblez', 'nft_id': 139198}]",12,14.29,84,3,87,0.0,7,6,13.79,False
0,Buterin,legendary,Buff Gold,Z18,Colt,https://img.zed.run/horses/F0DC82.png,2022-04-15T17:44:32,Crypto Nugget,393373,"[{'name': 'Bio Diversity', 'nft_id': 46327}, {'name': 'Race The Wind', 'nft_id': 28332}]",0,0.0,19,0,19,0.0,0,1,0.0,False
0,Nakamoto,exclusive,Antique Brass,Z4,Mare,https://img.zed.run/horses/CD9575.png,2021-10-17T16:27:44,Thoroughly Modern Milly,131228,"[{'name': 'Felix', 'nft_id': 58392}, {'name': 'Doctor Jacoby', 'nft_id': 36422}]",12,4.29,280,39,319,0.0,20,28,3.76,True
0,Nakamoto,genesis,Eminence,Z1,Mare,https://img.zed.run/horses/6C3082.png,2019-02-26T14:34:15,My First Love,169,[],131,18.68,562,246,808,10.57,123,103,16.21,False
0,Szabo,legendary,Colombo Spice,Z5,Mare,https://img.zed.run/horses/FF3800.png,2022-04-15T18:08:08,Fillypino,393385,"[{'name': 'Tidy Hidey', 'nft_id': 26715}, {'name': 'Encore', 'nft_id': 25772}]",0,0.0,66,0,66,0.0,10,7,0.0,False
0,Finney,exclusive,Alabaster,Z17,Colt,https://img.zed.run/horses/F2F0E6.png,2022-04-15T19:04:19,Thorium,393395,"[{'name': 'New York Gold', 'nft_id': 58148}, {'name': 'Lethal Weapon', 'nft_id': 7315}]",2,9.52,21,1,22,0.0,0,1,9.09,False
0,Buterin,exclusive,Cinnamon Satin,Z15,Stallion,https://img.zed.run/horses/CD607E.png,2022-04-15T19:15:27,Bad Reviews,393398,"[{'name': 'Final Hour', 'nft_id': 206250}, {'name': 'Chief Finance Horse', 'nft_id': 41487}]",14,10.53,133,1,134,0.0,13,13,10.45,False
0,Finney,legendary,Cinereous,Z12,Mare,https://img.zed.run/horses/98817B.png,2021-10-17T18:07:32,Storm Off,131259,"[{'name': 'Storm Ranger', 'nft_id': 23955}, {'name': 'Let ’s Call It Off', 'nft_id': 13743}]",16,20.97,62,38,100,7.89,8,11,16.0,False
0,Finney,legendary,Burnt Sienna,Z14,Stallion,https://img.zed.run/horses/E97451.png,2021-10-17T18:23:30,Wanta Fanta,131267,"[{'name': 'Cargo Shorts', 'nft_id': 15014}, {'name': 'Face Of Glory', 'nft_id': 13800}]",97,14.87,565,129,694,10.08,53,56,13.98,True
0,Buterin,elite,Cerulean Frost,Z38,Stallion,https://img.zed.run/horses/6D9BC3.png,2022-04-15T19:33:57,Frosty Way,393415,"[{'name': 'Revolutionary Road', 'nft_id': 178754}, {'name': 'Okay Cool', 'nft_id': 153453}]",9,20.93,43,3,46,0.0,3,3,19.57,False
0,Buterin,exclusive,Cerulean Frost,Z13,Stallion,https://img.zed.run/horses/6D9BC3.png,2022-04-15T20:11:31,AK Mania,393427,"[{'name': 'A-k', 'nft_id': 359729}, {'name': 'Milk Mania', 'nft_id': 152788}]",4,2.12,189,1,190,0.0,19,18,2.11,False
0,Buterin,exclusive,Anti-Flash White,Z25,Stallion,https://img.zed.run/horses/F2F3F4.png,2022-04-15T20:14:34,Publicly All In,393428,"[{'name': 'The Public Sphere', 'nft_id': 42020}, {'name': 'All In', 'nft_id': 5825}]",35,10.37,328,33,361,3.03,24,29,9.7,False
0,Buterin,legendary,Fiery Rose,Z17,Colt,https://img.zed.run/horses/FF5470.png,2022-04-15T20:30:04,Gods & Monsters,393440,"[{'name': 'Press Way', 'nft_id': 21274}, {'name': 'Oscar Whisky', 'nft_id': 3807}]",8,3.86,207,4,211,0.0,15,25,3.79,False
0,Buterin,exclusive,Thistle,Z19,Filly,https://img.zed.run/horses/D8BFD8.png,2022-04-15T20:30:28,Gameplan,393441,"[{'name': 'Signature Mismatch', 'nft_id': 136991}, {'name': 'Oscar Whisky', 'nft_id': 3807}]",0,0.0,10,0,10,0.0,1,0,0.0,False
0,Buterin,legendary,Cal Poly Pomona,Z18,Mare,https://img.zed.run/horses/1E4D2B.png,2022-04-15T20:31:50,Chonny Got Covid,393442,"[{'name': 'Who â\x80\x99s Afraid Of The Wolf', 'nft_id': 41409}, {'name': 'High Change', 'nft_id': 21815}]",4,3.96,101,0,101,0.0,6,10,3.96,False
0,Buterin,legendary,Dark Lava,Z18,Filly,https://img.zed.run/horses/483C32.png,2022-04-15T20:32:24,Lotto 4,393443,"[{'name': 'Who â\x80\x99s Afraid Of The Wolf', 'nft_id': 41409}, {'name': 'Camboomya', 'nft_id': 29919}]",0,0.0,15,0,15,0.0,0,2,0.0,False
0,Buterin,legendary,Alabaster,Z17,Mare,https://img.zed.run/horses/F2F0E6.png,2022-04-15T20:32:46,Milk Maid,393444,"[{'name': 'Who â\x80\x99s Afraid Of The Wolf', 'nft_id': 41409}, {'name': 'Our Channel', 'nft_id': 24304}]",0,0.0,56,0,56,0.0,1,5,0.0,False
