,timestamp,eth_price
230,456062,3021.32
231,456063,3019.75
232,456064,3006.65
233,456065,3076.3
234,456066,3012.93
235,456067,3043.95
236,456068,3029.88
237,456069,3081.94
238,456070,3074.88
239,456071,3063.31
240,456072,3083.15
241,456073,3055.71
242,456074,3091.37
243,456075,3116.3
244,456076,3120.06
245,456077,3118.67
246,456078,3111.59
247,456079,3107.98
248,456080,3129.65
249,456081,3107.47
250,456082,3123.25
251,456083,3110.5
252,456084,3110.5
253,456085,3110.5
254,456086,3110.5
255,456087,3110.5
256,456088,3110.5
257,456089,3110.5
258,456090,3233.05
259,456091,3234.13
260,456092,3238.74
261,456093,3240.6
262,456094,3231.77
263,456095,3233.34
264,456096,3240.77
265,456097,3234.47
266,456098,3231.97
267,456099,3229.42
268,456100,3235.54
269,456101,3228.28
270,456102,3230.74
271,456103,3236.19
272,456104,3218.07
273,456105,3233.01
274,456106,3262.49
275,456107,3249.37
276,456108,3273.55
277,456109,3317.64
278,456110,3372.3
279,456111,3377.19
280,456112,3363.05
281,456113,3371.2
282,456114,3382.73
283,456115,3373.53
284,456116,3383.15
285,456117,3383.13
286,456118,3367.9
287,456119,3363.7
288,456120,3372.84
289,456121,3355.18
290,456122,3334.99
291,456123,3336.61
292,456124,3339.8
293,456125,3338.36
294,456126,3338.16
295,456127,3342.46
296,456128,3341.89
297,456129,3359.08
298,456130,3363.34
299,456131,3357.71
300,456132,3335.65
301,456133,3368.7
302,456134,3374.49
303,456135,3387.75
304,456136,3302.97
305,456137,3302.51
306,456138,3282.7
307,456139,3271.72
308,456140,3272.24
309,456141,3276.59
310,456142,3271.35
311,456143,3248.23
312,456144,3241.66
313,456145,3269.61
314,456146,3260.12
315,456147,3274.48
316,456148,3268.44
317,456149,3274.06
318,456150,3306.27
319,456151,3293.12
320,456152,3269.77
321,456153,3257.96
322,456154,3263.85
323,456155,3225.63
324,456156,3203.11
325,456157,3212.74
326,456158,3210.93
327,456159,3278.08
328,456160,3279.25
329,456161,3296.27
330,456162,3280.57
331,456163,3292.54
332,456164,3309.37
333,456165,3304.8
334,456166,3332.48
335,456167,3315.24
336,456168,3309.32
337,456169,3316.09
338,456170,3304.24
339,456171,3316.94
340,456172,3308.73
341,456173,3306.04
342,456174,3309.7
343,456175,3319.35
344,456176,3314.63
345,456177,3313.65
346,456178,3331.65
347,456179,3325.0
348,456180,3320.1
349,456181,3284.37
350,456182,3304.23
351,456183,3340.46
352,456184,3363.27
353,456185,3360.49
354,456186,3351.61
355,456187,3344.95
356,456188,3351.1
357,456189,3353.09
358,456190,3335.28
359,456191,3339.23
360,456192,3327.62
361,456193,3333.15
362,456194,3322.6
363,456195,3305.32
364,456196,3315.68
365,456197,3319.24
366,456198,3308.13
367,456199,3336.21
368,456200,3333.81
369,456201,3313.09
370,456202,3320.68
371,456203,3307.36
372,456204,3313.97
373,456205,3334.19
374,456206,3341.86
375,456207,3352.29
376,456208,3354.44
377,456209,3372.7
378,456210,3347.58
379,456211,3348.43
380,456212,3322.03
381,456213,3334.12
382,456214,3331.46
383,456215,3349.75
384,456216,3348.24
385,456217,3327.4
386,456218,3321.45
387,456219,3327.08
388,456220,3259.55
389,456221,3255.17
390,456222,3267.32
391,456223,3274.74
392,456224,3272.43
393,456225,3272.76
394,456226,3275.39
395,456227,3274.84
396,456228,3257.02
397,456229,3261.7
398,456230,3269.11
399,456231,3257.6
400,456232,3237.51
401,456233,3229.45
402,456234,3208.45
403,456235,3218.0
404,456236,3220.62
405,456237,3209.84
406,456238,3166.54
407,456239,3193.79
408,456240,3210.86
409,456241,3230.0
410,456242,3224.15
411,456243,3219.68
412,456244,3183.35
413,456245,3176.65
414,456246,3175.63
415,456247,3202.32
416,456248,3188.44
417,456249,3157.89
418,456250,3166.61
419,456251,3175.99
420,456252,3172.62
421,456253,3163.79
422,456254,3139.96
423,456255,3120.15
424,456256,3117.06
425,456257,3132.26
426,456258,3105.14
427,456259,3108.88
428,456260,3128.61
429,456261,3124.39
430,456262,3164.1
431,456263,3180.01
432,456264,3160.84
433,456265,3154.47
434,456266,3171.81
435,456267,3158.47
436,456268,3100.2
437,456269,3102.18
438,456270,3106.88
439,456271,3101.06
440,456272,3061.83
441,456273,3064.84
442,456274,3087.18
443,456275,3078.7
444,456276,3118.07
445,456277,3120.33
446,456278,3124.38
447,456279,3159.15
448,456280,3124.04
449,456281,3101.48
450,456282,3151.84
451,456283,3137.09
452,456284,3129.64
453,456285,3109.04
454,456286,3114.57
455,456287,3127.95
456,456288,3084.81
457,456289,3113.81
458,456290,3113.86
459,456291,3123.54
460,456292,3125.99
461,456293,3125.49
462,456294,3129.17
463,456295,3145.84
464,456296,3139.49
465,456297,3131.08
466,456298,3144.93
467,456299,3140.61
468,456300,3153.12
469,456301,3136.62
470,456302,3182.96
471,456303,3221.18
472,456304,3262.71
473,456305,3246.69
474,456306,3233.34
475,456307,3209.22
476,456308,3216.11
477,456309,3195.72
478,456310,3082.28
479,456311,3060.79
480,456312,3001.83
481,456313,3017.29
482,456314,2900.27
483,456315,2907.84
484,456316,2837.49
485,456317,2863.54
486,456318,2859.81
487,456319,2846.6
488,456320,2883.0
489,456321,2893.05
490,456322,2869.72
491,456323,2873.15
492,456324,2848.26
493,456325,2777.16
494,456326,2797.38
495,456327,2783.5
496,456328,2830.94
497,456329,2810.24
498,456330,2780.03
499,456331,2766.08
500,456332,2741.6
501,456333,2744.42
502,456334,2609.09
503,456335,2546.12
504,456336,2568.92
505,456337,2592.64
506,456338,2608.48
507,456339,2594.7
508,456340,2568.13
509,456341,2556.25
510,456342,2496.4
511,456343,2507.16
512,456344,2464.52
513,456345,2469.38
514,456346,2389.58
515,456347,2450.54
516,456348,2431.41
517,456349,2491.72
518,456350,2468.05
519,456351,2419.64
520,456352,2387.33
521,456353,2439.83
522,456354,2380.54
523,456355,2330.44
524,456356,2337.76
525,456357,2430.2
526,456358,2447.17
527,456359,2379.89
528,456360,2412.35
529,456361,2448.73
530,456362,2445.63
531,456363,2395.8
532,456364,2417.4
533,456365,2433.36
534,456366,2468.24
535,456367,2463.57
536,456368,2488.52
537,456369,2520.19
538,456370,2535.4
539,456371,2534.82
540,456372,2499.06
541,456373,2496.13
542,456374,2505.79
543,456375,2434.48
544,456376,2433.2
545,456377,2426.89
546,456378,2437.88
547,456379,2415.11
548,456380,2384.76
549,456381,2424.21
550,456382,2422.53
551,456383,2446.7
552,456384,2540.42
553,456385,2491.32
554,456386,2458.48
555,456387,2437.59
556,456388,2461.03
557,456389,2439.63
558,456390,2440.56
559,456391,2435.99
560,456392,2387.23
561,456393,2385.3
562,456394,2336.98
563,456395,2217.04
564,456396,2238.93
565,456397,2190.38
566,456398,2183.45
567,456399,2206.0
568,456400,2275.4
569,456401,2261.57
570,456402,2350.11
571,456403,2387.54
572,456404,2380.67
573,456405,2465.99
574,456406,2443.27
575,456407,2413.79
576,456408,2440.9
577,456409,2389.09
578,456410,2392.03
579,456411,2412.04
580,456412,2416.73
581,456413,2379.94
582,456414,2394.6
583,456415,2365.38
584,456416,2384.69
585,456417,2385.92
586,456418,2426.99
587,456419,2429.77
588,456420,2425.42
589,456421,2439.34
590,456422,2429.45
591,456423,2394.25
592,456424,2420.23
593,456425,2434.53
594,456426,2482.3
595,456427,2498.41
596,456428,2468.33
597,456429,2439.54
598,456430,2414.34
599,456431,2438.85
600,456432,2460.44
601,456433,2425.14
602,456434,2446.81
603,456435,2446.14
604,456436,2477.92
605,456437,2500.01
606,456438,2477.67
607,456439,2452.44
608,456440,2462.8
609,456441,2489.46
610,456442,2491.08
611,456443,2527.64
612,456444,2548.62
613,456445,2534.29
614,456446,2624.22
615,456447,2648.03
616,456448,2606.61
617,456449,2616.46
618,456450,2597.11
619,456451,2607.04
620,456452,2574.57
621,456453,2520.29
622,456454,2419.13
623,456455,2439.51
624,456456,2464.46
625,456457,2486.2
626,456458,2391.95
627,456459,2389.28
628,456460,2366.32
629,456461,2394.43
630,456462,2390.48
631,456463,2401.72
632,456464,2404.7
633,456465,2441.42
634,456466,2443.2
635,456467,2425.94
636,456468,2457.73
637,456469,2458.66
638,456470,2488.52
639,456471,2494.36
640,456472,2480.52
641,456473,2477.86
642,456474,2448.73
643,456475,2434.88
644,456476,2395.4
645,456477,2339.7
646,456478,2361.13
647,456479,2383.28
648,456480,2425.66
649,456481,2432.83
650,456482,2396.91
651,456483,2404.95
652,456484,2447.69
653,456485,2441.89
654,456486,2448.97
655,456487,2422.24
656,456488,2390.31
657,456489,2404.01
658,456490,2390.01
659,456491,2401.95
660,456492,2397.17
661,456493,2375.59
662,456494,2431.15
663,456495,2396.3
664,456496,2443.42
665,456497,2474.94
666,456498,2455.05
667,456499,2471.03
668,456500,2462.42
669,456501,2510.39
670,456502,2535.47
671,456503,2516.47
672,456504,2546.33
673,456505,2562.37
674,456506,2533.22
675,456507,2529.7
676,456508,2542.62
677,456509,2539.97
678,456510,2534.93
679,456511,2543.73
680,456512,2569.01
681,456513,2557.47
682,456514,2550.46
683,456515,2552.92
684,456516,2555.8
685,456517,2575.42
686,456518,2607.01
687,456519,2542.98
688,456520,2544.88
689,456521,2559.47
690,456522,2566.16
691,456523,2593.43
692,456524,2591.47
693,456525,2606.94
694,456526,2616.5
695,456527,2601.31
696,456528,2602.36
697,456529,2569.89
698,456530,2581.85
699,456531,2581.5
700,456532,2571.63
701,456533,2591.73
702,456534,2606.33
703,456535,2617.65
704,456536,2619.88
705,456537,2607.92
706,456538,2611.48
707,456539,2627.76
708,456540,2627.29
709,456541,2617.19
710,456542,2611.56
711,456543,2603.45
712,456544,2617.8
713,456545,2598.84
714,456546,2619.35
715,456547,2599.11
716,456548,2561.18
717,456549,2576.82
718,456550,2560.53
719,456551,2577.14
720,456552,2603.2
721,456553,2540.52
722,456554,2526.39
723,456555,2513.09
724,456556,2513.26
725,456557,2499.72
726,456558,2509.36
727,456559,2507.05
728,456560,2530.12
729,456561,2532.75
730,456562,2543.08
731,456563,2553.0
732,456564,2559.21
733,456565,2541.34
734,456566,2559.68
735,456567,2588.68
736,456568,2621.78
737,456569,2686.17
738,456570,2688.46
739,456571,2680.4
740,456572,2674.38
741,456573,2685.74
742,456574,2680.69
743,456575,2681.85
744,456576,2688.66
745,456577,2690.57
746,456578,2686.31
747,456579,2716.91
748,456580,2753.39
749,456581,2745.43
750,456582,2734.34
751,456583,2734.43
752,456584,2738.04
753,456585,2766.69
754,456586,2737.0
755,456587,2737.8
756,456588,2763.24
757,456589,2782.9
758,456590,2793.27
759,456591,2772.84
760,456592,2769.78
761,456593,2803.7
762,456594,2783.25
763,456595,2769.62
764,456596,2752.7
765,456597,2771.31
766,456598,2798.49
767,456599,2789.33
768,456600,2789.23
769,456601,2774.02
770,456602,2758.37
771,456603,2777.06
772,456604,2782.77
773,456605,2761.65
774,456606,2765.46
775,456607,2754.5
776,456608,2750.9
777,456609,2764.51
778,456610,2776.65
779,456611,2765.55
780,456612,2768.26
781,456613,2802.55
782,456614,2775.6
783,456615,2688.25
784,456616,2664.94
785,456617,2670.71
786,456618,2686.91
787,456619,2688.31
788,456620,2708.82
789,456621,2729.42
790,456622,2655.64
791,456623,2680.92
792,456624,2682.07
793,456625,2696.13
794,456626,2684.63
795,456627,2688.77
796,456628,2658.77
797,456629,2663.91
798,456630,2656.75
799,456631,2653.42
800,456632,2672.73
801,456633,2673.77
802,456634,2620.25
803,456635,2597.54
804,456636,2622.7
805,456637,2615.05
806,456638,2608.35
807,456639,2610.1
808,456640,2641.47
809,456641,2615.16
810,456642,2627.77
811,456643,2624.31
812,456644,2599.47
813,456645,2583.81
814,456646,2660.3
815,456647,2661.61
816,456648,2696.85
817,456649,2689.33
818,456650,2680.78
819,456651,2689.12
820,456652,2684.55
821,456653,2685.52
822,456654,2771.75
823,456655,2798.66
824,456656,2806.01
825,456657,2836.54
826,456658,2848.45
827,456659,2834.29
828,456660,2829.82
829,456661,2840.09
830,456662,2774.74
831,456663,2827.24
832,456664,2873.08
833,456665,2931.5
834,456666,2956.77
835,456667,2948.4
836,456668,2960.65
837,456669,2957.09
838,456670,2956.66
839,456671,2958.14
840,456672,2997.38
841,456673,2984.25
842,456674,2973.33
843,456675,2995.11
844,456676,2999.87
845,456677,3015.58
846,456678,3026.33
847,456679,3010.72
848,456680,3003.64
849,456681,3010.44
850,456682,3030.09
851,456683,3027.25
852,456684,3014.06
853,456685,3008.27
854,456686,3025.36
855,456687,3023.46
856,456688,3053.63
857,456689,3004.18
858,456690,3017.33
859,456691,3018.94
860,456692,3012.8
861,456693,3018.43
862,456694,3023.42
863,456695,3021.29
864,456696,3014.53
865,456697,3028.15
866,456698,3032.15
867,456699,3025.81
868,456700,3010.72
869,456701,3018.91
870,456702,3021.8
871,456703,3004.69
872,456704,3012.15
873,456705,3013.33
874,456706,3020.6
875,456707,3009.14
876,456708,3007.99
877,456709,3011.31
878,456710,3015.86
879,456711,2979.33
880,456712,2993.03
881,456713,3004.12
882,456714,3003.7
883,456715,2987.73
884,456716,3002.91
885,456717,2986.56
886,456718,2995.88
887,456719,2990.49
888,456720,3057.3
889,456721,3012.05
890,456722,3021.93
891,456723,3036.91
892,456724,3071.14
893,456725,3088.36
894,456726,3095.41
895,456727,3091.79
896,456728,3081.99
897,456729,3074.28
898,456730,3069.63
899,456731,3072.96
900,456732,3069.39
901,456733,3073.32
902,456734,3091.28
903,456735,3125.47
904,456736,3126.0
905,456737,3134.02
906,456738,3147.83
907,456739,3164.1
908,456740,3169.55
909,456741,3155.84
910,456742,3153.28
911,456743,3154.08
912,456744,3141.94
913,456745,3132.01
914,456746,3153.67
915,456747,3141.8
916,456748,3149.17
917,456749,3165.05
918,456750,3187.99
919,456751,3185.6
920,456752,3176.64
921,456753,3106.77
922,456754,3096.83
923,456755,3115.06
924,456756,3107.86
925,456757,3068.37
926,456758,3094.7
927,456759,3073.26
928,456760,3079.02
929,456761,3047.92
930,456762,3054.56
931,456763,3061.56
932,456764,3053.68
933,456765,3119.47
934,456766,3117.03
935,456767,3116.92
936,456768,3119.45
937,456769,3131.91
938,456770,3104.17
939,456771,3077.95
940,456772,3079.27
941,456773,3082.71
942,456774,3092.28
943,456775,3102.32
944,456776,3108.74
945,456777,3096.21
946,456778,3101.91
947,456779,3138.83
948,456780,3155.76
949,456781,3183.99
950,456782,3184.13
951,456783,3191.64
952,456784,3181.26
953,456785,3206.0
954,456786,3202.76
955,456787,3213.1
956,456788,3249.86
957,456789,3262.26
958,456790,3238.97
959,456791,3253.89
960,456792,3246.72
961,456793,3223.11
962,456794,3227.06
963,456795,3189.61
964,456796,3182.0
965,456797,3171.5
966,456798,3177.37
967,456799,3182.15
968,456800,3192.57
969,456801,3201.37
970,456802,3217.21
971,456803,3249.3
972,456804,3250.3
973,456805,3247.32
974,456806,3128.54
975,456807,3172.61
976,456808,3212.84
977,456809,3229.5
978,456810,3213.46
979,456811,3187.84
980,456812,3123.25
981,456813,3113.35
982,456814,3116.36
983,456815,3117.95
984,456816,3074.65
985,456817,3041.49
986,456818,3066.02
987,456819,3059.67
988,456820,3082.94
989,456821,3069.88
990,456822,3050.59
991,456823,3077.68
992,456824,3100.2
993,456825,3072.4
994,456826,3104.12
995,456827,3108.83
996,456828,3090.52
997,456829,3104.76
998,456830,3125.5
999,456831,3096.83
1000,456832,3105.3
1001,456833,3095.84
1002,456834,3076.89
1003,456835,3006.25
1004,456836,2993.53
1005,456837,2918.19
1006,456838,2927.95
1007,456839,2895.59
1008,456840,2928.96
1009,456841,2931.9
1010,456842,2954.35
1011,456843,2958.29
1012,456844,2935.84
1013,456845,2937.26
1014,456846,2927.94
1015,456847,2909.8
1016,456848,2920.63
1017,456849,2936.45
1018,456850,2938.74
1019,456851,2908.86
1020,456852,2932.91
1021,456853,2912.13
1022,456854,2895.46
1023,456855,2897.33
1024,456856,2881.61
1025,456857,2933.45
1026,456858,2943.29
1027,456859,2973.54
1028,456860,2954.31
1029,456861,2969.11
1030,456862,2878.26
1031,456863,2916.66
1032,456864,2919.29
1033,456865,2936.22
1034,456866,2919.49
1035,456867,2926.62
1036,456868,2919.32
1037,456869,2918.64
1038,456870,2916.59
1039,456871,2925.72
1040,456872,2924.74
1041,456873,2929.6
1042,456874,2918.31
1043,456875,2933.14
1044,456876,2932.62
1045,456877,2936.28
1046,456878,2942.93
1047,456879,2934.61
1048,456880,2920.63
1049,456881,2890.59
1050,456882,2889.53
1051,456883,2851.59
1052,456884,2858.1
1053,456885,2903.05
1054,456886,2875.47
1055,456887,2904.15
1056,456888,2872.21
1057,456889,2871.37
1058,456890,2841.07
1059,456891,2845.52
1060,456892,2866.67
1061,456893,2866.75
1062,456894,2848.84
1063,456895,2872.66
1064,456896,2883.38
1065,456897,2860.13
1066,456898,2859.28
1067,456899,2873.51
1068,456900,2875.45
1069,456901,2929.18
1070,456902,2938.84
1071,456903,2939.67
1072,456904,2937.54
1073,456905,2951.35
1074,456906,2946.15
1075,456907,2909.06
1076,456908,2881.4
1077,456909,2896.9
1078,456910,2915.01
1079,456911,2942.12
1080,456912,2930.98
1081,456913,2921.16
1082,456914,3021.92
1083,456915,3030.56
1084,456916,3026.89
1085,456917,3015.92
1086,456918,3015.72
1087,456919,3033.33
1088,456920,3051.59
1089,456921,3080.09
1090,456922,3099.85
1091,456923,3108.94
1092,456924,3097.17
1093,456925,3111.51
1094,456926,3112.06
1095,456927,3121.5
1096,456928,3124.98
1097,456929,3115.59
1098,456930,3098.91
1099,456931,3119.88
1100,456932,3110.86
1101,456933,3114.62
1102,456934,3098.64
1103,456935,3127.02
1104,456936,3186.16
1105,456937,3162.94
1106,456938,3140.89
1107,456939,3156.98
1108,456940,3143.33
1109,456941,3125.4
1110,456942,3131.09
1111,456943,3136.99
1112,456944,3151.55
1113,456945,3140.21
1114,456946,3129.58
1115,456947,3132.15
1116,456948,3137.95
1117,456949,3119.63
1118,456950,3075.12
1119,456951,3063.77
1120,456952,3068.0
1121,456953,3082.75
1122,456954,3072.51
1123,456955,3095.57
1124,456956,3171.28
1125,456957,3150.37
1126,456958,3141.92
1127,456959,3138.0
1128,456960,3124.13
1129,456961,3152.76
1130,456962,3144.46
1131,456963,3134.37
1132,456964,3085.78
1133,456965,3066.91
1134,456966,3071.0
1135,456967,3101.39
1136,456968,3111.1
1137,456969,3066.97
1138,456970,3062.24
1139,456971,3051.14
1140,456972,3067.61
1141,456973,3066.16
1142,456974,2996.07
1143,456975,2975.2
1144,456976,2990.9
1145,456977,2983.27
1146,456978,2951.99
1147,456979,2924.3
1148,456980,2912.09
1149,456981,2902.06
1150,456982,2895.86
1151,456983,2900.42
1152,456984,2893.77
1153,456985,2891.31
1154,456986,2910.51
1155,456987,2906.83
1156,456988,2909.32
1157,456989,2879.42
1158,456990,2900.55
1159,456991,2909.05
1160,456992,2906.9
1161,456993,2940.79
1162,456994,2931.91
1163,456995,2919.23
1164,456996,2879.88
1165,456997,2904.09
1166,456998,2899.42
1167,456999,2851.61
1168,457000,2800.75
1169,457001,2786.74
1170,457002,2785.14
1171,457003,2795.89
1172,457004,2798.55
1173,457005,2790.22
1174,457006,2783.4
1175,457007,2775.73
1176,457008,2780.54
1177,457009,2811.72
1178,457010,2821.81
1179,457011,2818.68
1180,457012,2807.03
1181,457013,2816.73
1182,457014,2810.78
1183,457015,2821.15
1184,457016,2813.5
1185,457017,2783.1
1186,457018,2784.3
1187,457019,2779.96
1188,457020,2723.58
1189,457021,2713.01
1190,457022,2744.1
1191,457023,2729.61
1192,457024,2746.99
1193,457025,2750.84
1194,457026,2763.13
1195,457027,2752.04
1196,457028,2745.22
1197,457029,2758.95
1198,457030,2741.34
1199,457031,2744.28
1200,457032,2764.62
1201,457033,2731.82
1202,457034,2740.09
1203,457035,2712.69
1204,457036,2713.99
1205,457037,2686.11
1206,457038,2657.62
1207,457039,2637.37
1208,457040,2655.22
1209,457041,2607.06
1210,457042,2623.28
1211,457043,2614.99
1212,457044,2644.06
1213,457045,2625.88
1214,457046,2630.5
1215,457047,2626.59
1216,457048,2653.52
1217,457049,2646.02
1218,457050,2647.03
1219,457051,2663.25
1220,457052,2650.36
1221,457053,2626.6
1222,457054,2599.23
1223,457055,2653.38
1224,457056,2622.63
1225,457057,2669.06
1226,457058,2714.75
1227,457059,2723.82
1228,457060,2712.46
1229,457061,2745.85
1230,457062,2738.91
1231,457063,2743.48
1232,457064,2748.65
1233,457065,2722.8
1234,457066,2714.25
1235,457067,2681.54
1236,457068,2627.89
1237,457069,2610.82
1238,457070,2608.1
1239,457071,2702.67
1240,457072,2724.64
1241,457073,2711.88
1242,457074,2696.47
1243,457075,2640.58
1244,457076,2654.24
1245,457077,2652.57
1246,457078,2583.55
1247,457079,2620.04
1248,457080,2569.01
1249,457081,2597.87
1250,457082,2602.32
1251,457083,2578.67
1252,457084,2519.64
1253,457085,2511.41
1254,457086,2504.88
1255,457087,2530.03
1256,457088,2516.67
1257,457089,2551.13
1258,457090,2545.82
1259,457091,2596.94
1260,457092,2590.47
1261,457093,2604.88
1262,457094,2614.24
1263,457095,2646.09
1264,457096,2624.91
1265,457097,2603.96
1266,457098,2595.54
1267,457099,2593.46
1268,457100,2634.17
1269,457101,2603.22
1270,457102,2607.62
1271,457103,2605.31
1272,457104,2637.67
1273,457105,2627.65
1274,457106,2624.04
1275,457107,2616.63
1276,457108,2626.4
1277,457109,2652.53
1278,457110,2659.0
1279,457111,2660.65
1280,457112,2697.35
1281,457113,2704.24
1282,457114,2715.61
1283,457115,2719.09
1284,457116,2721.35
1285,457117,2742.42
1286,457118,2733.11
1287,457119,2708.68
1288,457120,2689.67
1289,457121,2712.41
1290,457122,2668.08
1291,457123,2650.65
1292,457124,2634.5
1293,457125,2623.79
1294,457126,2619.36
1295,457127,2638.32
1296,457128,2580.56
1297,457129,2562.13
1298,457130,2571.89
1299,457131,2497.62
1300,457132,2397.78
1301,457133,2402.81
1302,457134,2335.43
1303,457135,2341.41
1304,457136,2371.04
1305,457137,2382.52
1306,457138,2370.3
1307,457139,2362.93
1308,457140,2395.24
1309,457141,2368.96
1310,457142,2392.43
1311,457143,2438.27
1312,457144,2456.33
1313,457145,2476.44
1314,457146,2436.36
1315,457147,2526.6
1316,457148,2598.43
1317,457149,2652.02
1318,457150,2636.84
1319,457151,2566.99
1320,457152,2597.6
1321,457153,2585.2
1322,457154,2630.87
1323,457155,2640.67
1324,457156,2638.13
1325,457157,2618.23
1326,457158,2607.15
1327,457159,2634.24
1328,457160,2614.26
1329,457161,2609.21
1330,457162,2618.22
1331,457163,2618.43
1332,457164,2633.9
1333,457165,2709.36
1334,457166,2712.92
1335,457167,2682.73
1336,457168,2734.75
1337,457169,2727.17
1338,457170,2693.89
1339,457171,2675.86
1340,457172,2680.01
1341,457173,2714.86
1342,457174,2708.45
1343,457175,2793.44
1344,457176,2770.06
1345,457177,2833.65
1346,457178,2819.6
1347,457179,2804.28
1348,457180,2795.09
1349,457181,2809.11
1350,457182,2777.35
1351,457183,2780.99
1352,457184,2794.41
1353,457185,2757.08
1354,457186,2749.83
1355,457187,2769.52
1356,457188,2752.93
1357,457189,2763.67
1358,457190,2773.2
1359,457191,2784.66
1360,457192,2786.57
