,free_win_rate,paid_win_rate,place,total_paid,win_rate,overall.first,overall.races,overall.second,overall.third,horse_id
0,7.07,5.42,26.24,0.5935292,6.47,52,804,65,94,380653
0,0.0,0.0,20.0,0.00384,0.0,0,20,1,3,511730
0,3.85,0.0,22.65,0.012615,3.83,22,574,50,58,380658
0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,380660
0,12.16,15.76,29.71,0.4759076,14.64,35,239,18,18,511733
0,23.08,11.52,38.32,0.6347868,16.47,55,334,41,32,511734
0,2.99,0.0,16.42,0.0,2.99,2,67,6,3,380683
0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,511756
0,6.17,0.0,23.38,0.006225,6.06,14,231,26,14,380690
0,3.9,1.74,16.4,0.243081,3.4,17,500,32,33,380692
0,2.82,3.33,18.32,0.055397,3.05,4,131,9,11,118564
0,10.39,0.0,27.85,0.00162,10.13,8,79,7,7,118566
0,3.57,0.0,24.14,0.0,3.45,1,29,2,4,380711
0,10.79,0.0,24.82,0.003855,10.64,15,141,11,9,380720
0,10.83,0.0,22.31,0.002595,10.74,13,121,6,8,380723
0,19.23,0.0,53.85,0.0,19.23,5,26,4,5,380725
0,2.72,9.09,12.31,0.01350345,2.99,8,268,11,14,380726
0,14.22,2.56,38.96,0.39600867,12.94,92,711,99,86,380728
0,9.81,0.0,26.1,0.016822,9.75,31,318,33,19,511805
0,19.05,0.0,36.17,0.0111,17.02,8,47,3,6,380737
0,6.2,0.0,24.32,0.015825,6.18,16,259,22,25,380742
0,12.07,0.0,26.67,0.0,11.67,7,60,3,6,511824
0,2.78,20.0,26.83,0.019134,4.88,2,41,5,4,511825
0,7.46,16.67,20.55,0.017463,8.22,6,73,8,1,511828
0,0.0,3.4,21.6,0.6484788,3.14,9,287,22,31,511831
0,0.0,0.0,8.7,0.005115,0.0,0,23,0,2,511846
0,7.69,0.0,7.69,0.0,7.69,1,13,0,0,511848
0,0.0,0.0,27.59,0.00144,0.0,0,29,4,4,511857
0,6.45,0.0,22.58,0.004525,6.45,2,31,3,2,380789
0,5.24,0.0,27.14,0.00035,5.24,11,210,20,26,380793
0,14.29,2.94,46.78,0.435251,13.27,101,761,125,130,380794
0,12.5,0.0,16.67,0.00895,11.11,2,18,1,0,511867
0,5.66,0.0,29.31,0.007752,5.17,3,58,8,6,511880
0,5.56,0.0,20.37,0.005115,5.56,3,54,5,3,511882
0,12.75,14.29,28.04,0.12445,13.04,73,560,50,34,118666
0,7.14,0.0,7.14,0.00084,7.14,1,14,0,0,380812
0,8.78,7.64,25.5,0.317862,8.43,84,996,77,93,118672
0,9.09,0.0,18.92,0.00567,8.11,3,37,2,2,511892
0,11.18,11.76,25.0,0.400108,11.4,57,500,38,30,380820
0,14.58,0.0,34.58,0.145494,13.32,57,428,48,43,380822
